"marker_cluster","kw_p_value","vs_CEM_HUT78","vs_CEM_K562","vs_CEM_Untreated","vs_HUT78_K562","vs_HUT78_Untreated","vs_K562_Untreated"
"NKG2D_Cluster1",0.656574785973706,0.803814527372527,0.803814527372527,0.803814527372527,0.803814527372527,0.803814527372527,0.803814527372527
"NKG2D_Cluster2",0.186932721054285,0.304627439016304,0.320551789571648,0.765617873287862,0.765617873287862,0.304627439016304,0.304627439016304
"NKG2D_Cluster3",0.842851034880793,0.928330240538285,0.928330240538285,0.987870025366292,0.928330240538285,0.928330240538285,0.928330240538285
"NKG2D_Cluster4",0.0782079533028608,0.317594783135054,0.0926866688119523,0.811717713884603,0.317594783135054,0.317594783135054,0.0926866688119523
"NKG2D_Cluster5",0.916420359989504,0.996110494247863,0.996110494247863,0.996110494247863,0.996110494247863,0.996110494247863,0.996110494247863
"SIGLEC-7_Cluster1",0.998099764174335,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561
"SIGLEC-7_Cluster2",0.784360532169349,0.83471367582636,0.83471367582636,0.83471367582636,0.83471367582636,0.83471367582636,0.83471367582636
"SIGLEC-7_Cluster3",0.993244184610507,0.987870025366292,0.987870025366292,0.987870025366292,0.987870025366292,0.987870025366292,0.987870025366292
"SIGLEC-7_Cluster4",0.984656952928251,1,1,1,1,1,1
"SIGLEC-7_Cluster5",0.999823081094732,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837
"NKG2A_Cluster1",0.934095888912317,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204
"NKG2A_Cluster2",0.994849262946305,1,1,1,1,1,1
"NKG2A_Cluster3",0.900168973467063,1,1,1,1,1,1
"NKG2A_Cluster4",0.772939147276554,0.866257538786407,0.866257538786407,0.875159882527724,0.866257538786407,0.866257538786407,0.866257538786407
"NKG2A_Cluster5",0.257412692290826,0.664279666433711,0.341979910565599,0.341979910565599,0.341979910565599,0.341979910565599,0.664279666433711
"Granzyme B_Cluster1",0.92122478793563,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885
"Granzyme B_Cluster2",0.537174853280575,0.673915143843937,0.673915143843937,0.788215479039144,0.673915143843937,0.673915143843937,0.673915143843937
"Granzyme B_Cluster3",0.924116299170545,0.947472329918455,0.947472329918455,0.947472329918455,0.947472329918455,0.947472329918455,0.947472329918455
"Granzyme B_Cluster4",0.202302976408335,0.540323589108467,0.950576882581176,0.24006905392947,0.540323589108467,0.501554099365774,0.24006905392947
"Granzyme B_Cluster5",0.87377733491674,0.891161819197414,0.891161819197414,0.891161819197414,0.891161819197414,0.891161819197414,0.891161819197414
"TNF-a_Cluster1",0.479402152291625,0.716419650758437,0.716419650758437,0.716419650758437,0.818761578008168,0.818761578008168,0.803329796515388
"TNF-a_Cluster2",0.982565475498297,0.942352860906023,0.942352860906023,0.942352860906023,0.942352860906023,0.942352860906023,0.942352860906023
"TNF-a_Cluster3",0.97283886260597,0.957235530401218,0.957235530401218,0.957235530401218,0.957235530401218,0.957235530401218,0.957235530401218
"TNF-a_Cluster4",0.92441946299332,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909
"TNF-a_Cluster5",0.988379549306616,0.918460878898316,0.918460878898316,0.918460878898316,0.918460878898316,0.918460878898316,0.918460878898316
"IFN-g_Cluster1",0.743834070090165,0.734624222881702,0.975276716086204,0.734624222881702,0.734624222881702,0.734624222881702,0.734624222881702
"IFN-g_Cluster2",0.753154599703911,0.933952888057377,0.933952888057377,0.933952888057377,0.933952888057377,0.933952888057377,0.933952888057377
"IFN-g_Cluster3",0.952165280223456,0.915245086892035,0.915245086892035,0.915245086892035,0.915245086892035,0.915245086892035,0.915245086892035
"IFN-g_Cluster4",0.974083289543738,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971
"IFN-g_Cluster5",0.952290371147639,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097
"NKG2C_Cluster1",0.66713236844265,0.738509936650243,0.738509936650243,0.738509936650243,0.738509936650243,0.980554298545592,0.738509936650243
"NKG2C_Cluster2",0.985220273803725,0.926203425832682,0.926203425832682,0.926203425832682,0.926203425832682,0.926203425832682,0.926203425832682
"NKG2C_Cluster3",0.792319107365969,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097
"NKG2C_Cluster4",0.856868609019734,0.861132133937326,0.861132133937326,0.861132133937326,0.861132133937326,0.941708542802932,0.861132133937326
"NKG2C_Cluster5",0.952352823539963,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131
"CD56_Cluster1",0.904525414631422,0.965005409938222,0.965005409938222,0.965005409938222,0.965005409938222,0.965005409938222,0.965005409938222
"CD56_Cluster2",0.907444440175997,0.928748459998096,0.928748459998096,0.928748459998096,0.928748459998096,0.928748459998096,0.928748459998096
"CD56_Cluster3",0.819077348336593,0.882343714488473,0.882343714488473,0.987870025366292,0.987870025366292,0.882343714488473,0.882343714488473
"CD56_Cluster4",0.903359581348336,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837
"CD56_Cluster5",0.970340282757143,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837,0.983516362446837
"KLRG1_Cluster1",0.836328494011907,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885
"KLRG1_Cluster2",0.962417533025688,0.991757746686113,0.991757746686113,0.991757746686113,0.991757746686113,0.991757746686113,0.991757746686113
"KLRG1_Cluster3",0.995440048839738,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131,0.988331848225131
"KLRG1_Cluster4",0.999889242628637,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992
"KLRG1_Cluster5",0.726557092446273,0.747142984651814,0.747142984651814,0.747142984651814,0.965005409938222,0.965005409938222,0.965005409938222
"CD25_Cluster1",0.0820823519944879,0.130369141458287,0.206824161003015,0.780422423604145,0.629450401389059,0.130369141458287,0.206824161003015
"CD25_Cluster2",0.000513833383507096,0.00130743073353295,0.735055127461095,0.875159882527724,0.00325380531642585,0.00130743073353295,0.691815337251211
"CD25_Cluster3",0.851668700539324,0.868712606453155,0.868712606453155,0.868712606453155,0.868712606453155,0.868712606453155,0.868712606453155
"CD25_Cluster4",0.972482303557831,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909,0.958806109241909
"CD25_Cluster5",0.373819332881374,0.594410112199632,0.594410112199632,0.681348885099169,0.629450401389059,0.594410112199632,0.594410112199632
"CD57_Cluster1",0.807347817210291,0.950576882581176,0.829435006087518,0.829435006087518,0.829435006087518,0.829435006087518,0.950576882581176
"CD57_Cluster2",0.603967337459819,0.96703967586726,0.730640676229678,0.730640676229678,0.730640676229678,0.730640676229678,0.955320828516767
"CD57_Cluster3",0.833765646927794,0.765617873287862,0.765617873287862,0.765617873287862,0.765617873287862,0.765617873287862,0.765617873287862
"CD57_Cluster4",0.784285523364,1,0.982948758959373,1,0.982948758959373,1,0.982948758959373
"CD57_Cluster5",0.953359692934877,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561,0.972778575766561
"CD16_Cluster1",0.00294605403835686,0.0157436612143546,0.0557272568385159,0.780422423604145,0.4907551533911,0.00746039118960071,0.0557272568385159
"CD16_Cluster2",0.893234538826387,0.920856051415776,0.920856051415776,0.920856051415776,0.920856051415776,0.920856051415776,0.920856051415776
"CD16_Cluster3",0.0220635543853836,0.126735332419414,0.521521896720295,0.374704995930132,0.297786742683777,0.0150697522496901,0.193301065793366
"CD16_Cluster4",0.696580358183924,0.851877457663047,0.851877457663047,0.93940549636484,0.851877457663047,0.851877457663047,0.851877457663047
"CD16_Cluster5",0.00416122965458042,0.0736722738575772,0.0315223130074132,0.496731061447017,0.619185888399746,0.0311923317720689,0.0136007604250898
"CD122_Cluster1",0.625474335852949,0.942352860906023,0.717718870744479,0.717718870744479,0.717718870744479,0.717718870744479,0.717718870744479
"CD122_Cluster2",0.251096243152267,0.850261535930772,0.844003370989951,0.382569908927716,0.850261535930772,0.382569908927716,0.344870339636308
"CD122_Cluster3",0.89208052861696,0.852477394819424,0.852477394819424,0.852477394819424,0.852477394819424,0.852477394819424,0.852477394819424
"CD122_Cluster4",0.859849691923587,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354
"CD122_Cluster5",0.9992102929687,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992,0.999999999999992
"Ki-67_Cluster1",0.23859454262938,0.221238153505786,0.221238153505786,0.576895099938226,0.952464226136561,0.576895099938226,0.576895099938226
"Ki-67_Cluster2",0.792911526067475,0.901340974786902,0.901340974786902,0.901340974786902,0.901340974786902,0.901340974786902,0.901340974786902
"Ki-67_Cluster3",0.818686433487278,0.964363746554879,0.964363746554879,0.971701514032461,0.964363746554879,0.964363746554879,0.964363746554879
"Ki-67_Cluster4",0.78181411328192,0.839563014239376,0.839563014239376,0.839563014239376,0.941708542802932,0.941708542802932,0.941708542802932
"Ki-67_Cluster5",0.5684132139888,0.975276716086204,0.675404486385584,0.688228783119561,0.675404486385584,0.675404486385584,0.675404486385584
"NKp46_Cluster1",0.316294124597027,0.429345771940649,0.429345771940649,0.979784743784311,0.829167269607589,0.429345771940649,0.429345771940649
"NKp46_Cluster2",0.337424279765574,0.565326291589449,0.421915191380441,0.971701514032461,0.743023066079695,0.565326291589449,0.421915191380441
"NKp46_Cluster3",0.286124985404479,0.381321628684503,0.601845591761293,0.947472329918455,0.596603653465588,0.381321628684503,0.596603653465588
"NKp46_Cluster4",0.919000330015247,0.960379771268809,0.960379771268809,0.960379771268809,0.960379771268809,0.960379771268809,0.960379771268809
"NKp46_Cluster5",0.460154606124556,0.694206861789238,0.726364100827762,0.694206861789238,0.897228052296374,0.693219228214067,0.693219228214067
"NKp30_Cluster1",0.845889185761797,0.875040655069717,0.875040655069717,0.931344802940998,0.875040655069717,0.875040655069717,0.875040655069717
"NKp30_Cluster2",0.577630202903315,0.730289830228187,0.730289830228187,0.851253243317831,0.730289830228187,0.730289830228187,0.730289830228187
"NKp30_Cluster3",0.655948674029039,0.815852791514949,0.815852791514949,0.875159882527724,0.837982361402168,0.837982361402168,0.815852791514949
"NKp30_Cluster4",0.918771840083256,0.883154960908261,0.883154960908261,0.883154960908261,0.883154960908261,0.883154960908261,0.883154960908261
"NKp30_Cluster5",0.976910090920118,0.96703967586726,0.96703967586726,0.96703967586726,0.96703967586726,0.96703967586726,0.96703967586726
"CD127_Cluster1",0.0267077906278829,0.120285196719852,0.332321346474673,0.408151364311191,0.332321346474673,0.0436242597232057,0.120285196719852
"CD127_Cluster2",0.92438899757558,0.89917966034584,0.89917966034584,0.89917966034584,0.89917966034584,0.89917966034584,0.89917966034584
"CD127_Cluster3",0.147340353489941,0.220289890235206,0.950576882581176,0.696550212907674,0.220289890235206,0.189664159617288,0.696550212907674
"CD127_Cluster4",0.980682306499673,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971,0.984146496530971
"CD127_Cluster5",0.509068512605511,0.756584990853987,0.729525382249563,0.756584990853987,0.729525382249563,0.729525382249563,0.729525382249563
"MIP-1b_Cluster1",1.21020829561094e-09,0.000485130020980004,0.000107612970688811,0.107599318942314,0.984146496530971,5.03864044226954e-07,5.99233827685033e-09
"MIP-1b_Cluster2",1.88247165698896e-05,0.00125982094516019,0.00125982094516019,0.912971340209427,0.912971340209427,0.000826623860763625,0.000807802769471998
"MIP-1b_Cluster3",0.00850141832956445,0.161266070179503,0.161266070179503,0.221304199576298,0.952464226136561,0.018708228467765,0.018708228467765
"MIP-1b_Cluster4",0.0308479917990808,0.266583816042567,0.0926866688119523,0.559772589943583,0.497574304693534,0.170578488763786,0.0436242597232057
"MIP-1b_Cluster5",0.00507076530983227,0.22401037613106,0.0634610162511846,0.324383846758317,0.403326072640722,0.0261329070630854,0.00893230348880835
"Perforin_Cluster1",0.25383069023289,0.917720650120198,0.516613369803465,0.353947423904104,0.516613369803465,0.353947423904104,0.518405830489225
"Perforin_Cluster2",0.646627597365688,0.861132133937326,0.840747519686996,0.840747519686996,0.840747519686996,0.861132133937326,0.872191027328198
"Perforin_Cluster3",0.653986732154525,0.74091519873864,0.74091519873864,0.74091519873864,0.74091519873864,0.74091519873864,0.74091519873864
"Perforin_Cluster4",0.805622981336428,0.796181581043662,0.780197800061482,0.780197800061482,0.780197800061482,0.780197800061482,0.780197800061482
"Perforin_Cluster5",0.4795304284651,0.918460878898316,0.537314738068828,0.537314738068828,0.537314738068828,0.537314738068828,0.918460878898316
"CD107a_Cluster1",0.0767515632006185,0.488215947304,0.0722542737845863,0.679954222277674,0.263696601355334,0.736544288390751,0.16473577721329
"CD107a_Cluster2",4.29437030895221e-07,0.00365623092825767,0.00363329841194677,0.159831069852232,0.79613487390724,6.13072893568022e-06,5.20828809652935e-06
"CD107a_Cluster3",0.951240728007118,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354,0.949469665584354
"CD107a_Cluster4",0.740190246819984,0.875710589975094,0.875710589975094,0.931344802940998,0.931344802940998,0.875710589975094,0.875710589975094
"CD107a_Cluster5",0.335079921918038,0.675404486385584,0.46324191310632,0.70491792143277,0.564374180437713,0.941708542802932,0.564374180437713
"FASL (CD178)_Cluster1",0.0716908092930231,0.326348680540415,0.326348680540415,0.644542261552158,0.0455223327699026,0.302078631529855,0.498003082613354
"FASL (CD178)_Cluster2",0.0369405807721412,0.265775723264898,0.233981983052849,0.95554448864211,0.023224832783246,0.265775723264898,0.233981983052849
"FASL (CD178)_Cluster3",0.311230412625416,0.796181581043662,0.475181620722693,0.796181581043662,0.475181620722693,0.72800773159413,0.526281631220413
"FASL (CD178)_Cluster4",0.894179709354447,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097,0.860587723093097
"FASL (CD178)_Cluster5",0.970062728302176,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885,0.93413490761885
"CX3CR1_Cluster1",0.81607861487805,0.837982361402168,0.837982361402168,0.979784743784311,0.837982361402168,0.837982361402168,0.837982361402168
"CX3CR1_Cluster2",0.344433504639387,0.713294090629732,0.413991132582997,0.749474841049667,0.573374161737084,0.713971783365083,0.413991132582997
"CX3CR1_Cluster3",0.918394844948683,0.976221678090883,0.976221678090883,0.976221678090883,0.976221678090883,0.976221678090883,0.976221678090883
"CX3CR1_Cluster4",0.962291371092731,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204,0.975276716086204
"CX3CR1_Cluster5",0.899140748609089,0.975276716086204,0.974061256661524,0.974061256661524,0.974061256661524,0.974061256661524,0.974061256661524
"TIGIT_Cluster1",0.421207902913214,0.573292576422853,0.564040911109557,0.995956538292399,0.802931138387225,0.573292576422853,0.564040911109557
"TIGIT_Cluster2",0.823363737067627,0.909526062216637,0.909526062216637,0.909526062216637,0.909526062216637,0.909526062216637,0.909526062216637
"TIGIT_Cluster3",0.542706462590187,0.622503853266693,0.622503853266693,0.826565507979506,0.912971340209427,0.622503853266693,0.622503853266693
"TIGIT_Cluster4",0.927216664575994,0.944553313650658,0.944553313650658,0.944553313650658,0.944553313650658,0.944553313650658,0.944553313650658
"TIGIT_Cluster5",0.273675673103074,0.974607475315339,0.974607475315339,0.357113653445484,0.999999999999997,0.357113653445484,0.357113653445484
